id,class,artists,name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,time_signature
6NwhtCYkfwWlcR62Ac4E7y,non-hit,Drake Featuring Trey Songz & Lil Wayne,Successful,0.536,0.562,375050,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,1,8,4
5lrOsw7J8R7shum7A4j36t,hit,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,0.03,0.61,215973,0.431,0.0,0.099,-6.73,0.294,136.878,0.463,1,0,3
0hy1SOTEn9ifXTzOwnCwEr,hit,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,0.0242,0.589,223973,0.658,0.0,0.118,-5.288,0.203,77.521,0.251,0,11,4
5JnLiuMgRAWoHYOhatFP3s,hit,Billy Currington,People Are Crazy,0.213,0.651,231360,0.699,0.000265,0.12,-5.006,0.0265,141.938,0.36,1,5,4
6FE2iI43OZnszFLuLtvvmg,hit,MKTO,Classic,0.0384,0.72,175427,0.791,0.0,0.157,-4.689,0.124,102.071,0.756,1,1,4
5dNGORzxFb5z3v7vSAFkTU,hit,Jake Owen,Beachin',0.344,0.527,191040,0.902,4.63e-05,0.0669,-5.352,0.0601,181.964,0.709,1,6,4
1M2l9ReoabUnvl6Y8jLUe7,hit,Zac Brown Band,Colder Weather,0.458,0.667,273893,0.381,0.0,0.116,-7.494,0.0294,135.979,0.199,1,3,4
6kex4EBAj0WHXDKZMEJaaF,hit,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,0.075,0.696,216409,0.817,0.0,0.187,-3.862,0.109,98.064,0.782,1,1,4
5T6DM9qjjngWnukcw0svkX,non-hit,Florida Georgia Line,Round Here,0.00385,0.523,215120,0.954,1.65e-06,0.243,-3.051,0.0374,141.982,0.901,1,1,4
2AYTGaclgKXACh13nJRVcV,non-hit,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,0.097,0.564,284831,0.717,0.0,0.493,-6.403,0.397,117.489,0.423,0,10,5
61LtVmmkGr8P9I2tSPvdpf,hit,Cali Swag District,Teach Me How To Dougie,0.2,0.846,237480,0.438,9.43e-05,0.0939,-4.981,0.141,85.013,0.512,1,11,4
6olKv2HP3XgBpvVxAswowe,hit,Lady Antebellum,Bartender,0.0198,0.631,198267,0.937,7.38e-06,0.327,-3.858,0.034,101.011,0.654,0,11,4
0Yp3wCUpjrG7NWWPDpmQXm,non-hit,Ty Dolla $ign Featuring B.o.B,Paranoid,0.00888,0.858,216520,0.398,0.0,0.112,-11.306,0.0598,97.476,0.258,1,1,4
79MIzD8vsGu3Xqe07m8aS1,non-hit,T-Pain Featuring Ludacris,Chopped 'N' Skrewed,0.0181,0.558,261227,0.604,0.0,0.503,-7.892,0.0529,120.159,0.323,0,7,4
3dhvQUA0NyrAea4vQ7X6Gn,hit,Chris Brown,She Ain't You,0.0341,0.634,248107,0.716,0.0,0.0877,-6.502,0.128,91.039,0.619,1,2,4
5JlH51YDYsGj2dyEJKKjcN,non-hit,Darius Rucker,Alright,0.0527,0.601,231920,0.806,0.0,0.185,-4.579,0.0345,89.87,0.711,1,7,4
4mZsyuthp695XQWwb2g3qe,non-hit,Will Young,Leave Right Now,0.141,0.639,213013,0.456,0.0,0.133,-8.612,0.0391,81.988,0.372,1,6,4
3edtfOPItUNifLGYHIH1Oj,non-hit,David Guetta Featuring Jennifer Hudson,Night Of Your Life,0.01,0.739,221973,0.705,0.0,0.25,-5.797,0.0414,128.026,0.349,0,10,4
66X5niA1btaBYk1YxbI9pa,non-hit,T.I.,Love This Life,0.0805,0.692,234584,0.387,0.697,0.11,-7.87,0.285,173.916,0.0941,1,1,4
6IDDwI0YOCAUDhMZltQekS,non-hit,The Fray,Love Don't Die,0.0095,0.632,183093,0.805,0.0,0.197,-4.488,0.0303,115.489,0.275,0,11,4
5SsR3wtCOafDmZgvIdRhSm,non-hit,ScHoolboy Q,Man Of The Year,0.00536,0.749,216013,0.865,0.0,0.198,-5.228,0.0413,111.914,0.371,1,3,4
5BJSZocnCeSNeYMj3iVqM7,hit,OneRepublic,Love Runs Out,0.167,0.719,224227,0.935,0.0,0.0973,-3.752,0.0589,120.022,0.738,1,7,4
62OElEtQe1qyPIq21QwR0T,non-hit,Matt McAndrew,Make It Rain,0.152,0.467,216452,0.41,2.96e-06,0.143,-6.826,0.0259,100.504,0.382,0,8,3
1ekYzXIWgelL4Ai3pXMOfe,non-hit,Lindsey Stirling,Hallelujah,0.836,0.155,198093,0.324,0.0637,0.0785,-10.15,0.0393,177.201,0.0776,1,2,3
4xBjsLUSjcx2h7PcRikpQp,non-hit,Camila Cabello Featuring Quavo,OMG,0.0295,0.655,228893,0.576,0.115,0.132,-6.735,0.0536,139.953,0.167,0,5,4
6ojicjDYUUoeE1tdSvfFo4,non-hit,Luke Combs,Must've Never Met You,0.00951,0.455,198880,0.892,0.0,0.143,-3.218,0.0566,75.218,0.641,1,6,4
5HeKOKc4phmLn8e4I7EkzD,non-hit,twenty one pilots,My Blood,0.0563,0.749,229120,0.723,0.022,0.0977,-6.609,0.0432,108.999,0.674,1,1,4
3EikYy40GMSp8l5mDV6IQo,non-hit,Ski Mask The Slump God,Foot Fungus,0.257,0.881,129547,0.623,1.5e-06,0.0964,-9.662,0.119,88.953,0.745,1,1,4
1QkJBQnCv81ef7gyWMDL3Q,non-hit,Selena Gomez & Demi Lovato,One And The Same,0.00072,0.497,180960,0.973,1.08e-05,0.208,-3.179,0.0688,157.959,0.711,1,9,4
1PokNDiTBQZgXci6rn2BVE,non-hit,Eminem,Music Box,0.0131,0.635,304907,0.712,0.0,0.187,-5.151,0.11,78.598,0.458,0,4,4
5w7GCrY0J4oTI9jWlma82d,non-hit,Danny Gokey,My Best Days Are Ahead Of Me,0.109,0.615,186133,0.822,0.0,0.127,-4.499,0.0399,119.997,0.398,1,11,4
3C9UV0uRiF3DAKe1tCWIdU,non-hit,Lil Wayne,I'm Single,0.044,0.567,333040,0.381,0.0,0.107,-5.238,0.507,85.537,0.689,0,5,5
0vKuYHEs83maj9GNB8Y0Hp,non-hit,Jordin Sparks,I Am Woman,0.00573,0.602,210987,0.784,0.0,0.179,-4.341,0.227,93.048,0.571,1,7,4
2LEF1A8DOZ9wRYikWgVlZ8,hit,Flo Rida,Good Feeling,0.0588,0.706,248133,0.89,0.00286,0.306,-4.444,0.0688,128.011,0.684,0,1,4
231O3DltLcwtgIKoNbMkrt,non-hit,Robin Thicke,Get Her Back,0.915,0.579,213173,0.287,0.0,0.0969,-13.642,0.0828,187.797,0.735,0,4,4
3qczyRtur0tILibW9rHBFA,non-hit,Mariah Carey,Infinity,0.052,0.55,239800,0.805,3.12e-06,0.281,-4.327,0.0862,134.755,0.217,1,1,4
3tcoEYOZUHKB3RKNByIN13,non-hit,Lil Uzi Vert,For Real,0.159,0.902,177048,0.673,0.0,0.289,-7.481,0.458,132.066,0.615,1,4,4
2XdgSB4TtzUHQYCMfSHbFI,non-hit,Chris Brown Featuring Future & Young Thug,High End,0.0144,0.725,202214,0.503,1.52e-06,0.124,-5.646,0.209,153.047,0.0636,1,10,4
66xn6tB8s3l8uhj02OGneE,non-hit,Liam Payne & Rita Ora,For You (Fifty Shades Freed),0.0167,0.541,245453,0.787,0.0,0.157,-4.618,0.0331,113.0,0.2,0,2,4
7hdw5gAGMyyn9z0XgfTv1j,non-hit,NF,No Name,0.223,0.718,183827,0.795,0.0,0.12,-3.978,0.142,130.77,0.292,0,0,4
01TnVDiet1DFTsyWKUKovl,non-hit,XXXTENTACION,Numb,0.1,0.414,186268,0.416,0.179,0.131,-8.024,0.0251,159.91,0.196,0,11,4
090R9OdFMbQQksvwuXmNEY,non-hit,Kevin Gates,Let It Sing,0.0392,0.737,195456,0.728,0.0,0.159,-5.498,0.402,144.964,0.587,0,5,4
0M9VqYG0wVun054JIdwFO8,non-hit,Demi Lovato,La La Land,0.0149,0.467,196467,0.919,0.0,0.0193,-2.255,0.069,169.987,0.706,0,6,4
1uCnwV9ABsYkNJmrpQOR1H,non-hit,Jonas Brothers,Fly With Me,0.00571,0.48,234147,0.926,0.0,0.119,-3.464,0.0577,149.963,0.522,1,0,4
5uHYcK0nbEYgRaFTY5BqnP,hit,B.o.B Featuring Rivers Cuomo,Magic,0.0127,0.549,196133,0.932,0.0,0.347,-4.11,0.343,82.439,0.787,0,8,4
2X42KFgnOSaxOHMG0nDOdj,non-hit,Jason Derulo,Fight For You,0.0139,0.416,242173,0.84,0.0,0.113,-4.298,0.0787,177.942,0.523,1,0,4
6YRrsapstM9gOkObdJQMOG,non-hit,Jermaine Paul,I Believe I Can Fly,0.193,0.484,205227,0.686,0.0,0.119,-5.81,0.0421,120.632,0.203,0,4,4
4gKy4mu2gkMEUyXD5peMIr,non-hit,Jay Z Featuring Frank Ocean,Oceans,0.219,0.365,237920,0.943,0.0,0.39,-5.274,0.474,177.919,0.456,0,11,4
5anCkDvJ17aznvK5TED5uo,non-hit,Avenged Sevenfold,Hail To The King,0.000297,0.58,305907,0.916,0.0259,0.126,-4.358,0.0387,118.004,0.683,0,3,4
5AtswJe6AJ2uaqwHdVIsIT,non-hit,Matt McAndrew & Adam Levine,Lost Stars,0.0274,0.449,194896,0.638,0.0,0.176,-6.492,0.0288,82.017,0.242,1,0,4
5CRVwXGikmqzoRO6q7FeAg,non-hit,One Direction,If I Could Fly,0.781,0.565,230320,0.245,0.0,0.0998,-9.132,0.0262,75.055,0.307,1,5,4
2meEiZKWkiN28gITzFwQo5,hit,Ariana Grande,Into You,0.0162,0.623,244453,0.734,1.9e-06,0.145,-5.95,0.107,107.853,0.372,1,9,4
5oO3drDxtziYU2H1X23ZIp,hit,Rihanna,Love On The Brain,0.0717,0.509,224000,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,0.378,0,4,3
6urLjX35oXXRYtcH1b3dCh,non-hit,Huncho Jack Featuring Offset,Dubai Shit,0.0678,0.774,228431,0.529,0.0,0.0814,-4.479,0.0531,138.071,0.225,0,5,4
43dOwOq0mB4i6j4SpcSkqC,non-hit,Migos,Higher We Go (Intro),0.0936,0.825,255849,0.547,0.0,0.22,-3.938,0.0859,152.007,0.184,1,8,4
7J2gyNghNTzl4EsLhXp01Q,non-hit,XXXTENTACION Featuring Joey Bada$$,Infinity (888),0.274,0.562,176591,0.579,0.0,0.102,-6.788,0.484,84.143,0.577,0,10,4
6tpHfEM8eaETzlPOARYWfZ,non-hit,Lil Pump,Drug Addicts,0.0106,0.933,175775,0.488,0.00107,0.0958,-9.327,0.149,142.064,0.21,0,1,4
20ILnt1ckabPVF562uXgpF,non-hit,Jonas Brothers,Love Is On Its Way,0.226,0.192,223587,0.637,0.0,0.24,-6.241,0.0485,175.081,0.102,1,9,3
0BmT0BVnYYggf7V4NCtx2B,non-hit,Adam Lambert,For Your Entertainment,0.0411,0.654,215160,0.872,0.0,0.0808,-3.824,0.11,130.023,0.612,1,1,4
10QJkBWQJXPr3TYaPuH6gR,non-hit,Sean Kingston,Dumb Love,0.356,0.758,186773,0.646,0.0,0.473,-3.662,0.0724,128.031,0.876,1,0,4
74WBGgUnpKrJXt6TETfR6Z,non-hit,Taylor Swift,Never Grow Up,0.819,0.714,290467,0.305,0.0,0.174,-8.837,0.0305,124.91,0.554,1,2,4
5DjLed65sri5juDG6kdPPK,non-hit,Lil Wayne Featuring T-Pain,How To Hate,0.222,0.402,278520,0.754,0.0,0.527,-5.955,0.0874,145.493,0.246,1,7,4
1mnUouhbCs1F8HeH0OG8S2,non-hit,Terry McDermott,I Want To Know What Love Is,0.737,0.464,222133,0.328,0.0,0.131,-5.676,0.0348,79.879,0.282,0,2,3
4GKk1uNzpxIptBuaY97Dkj,non-hit,Coldplay,Midnight,0.615,0.548,294667,0.475,0.808,0.0944,-12.42,0.0355,126.976,0.0349,1,1,4
7LA65XN3XINyDpn454otUO,non-hit,Craig Wayne Boyd,I Walk The Line,0.164,0.321,187721,0.618,0.0517,0.123,-6.24,0.0327,150.245,0.36,1,2,4
1s9xuJxhYM0LdVqksjegcg,non-hit,twenty one pilots,Fairly Local,0.0396,0.715,207160,0.723,8.57e-05,0.084,-5.993,0.0569,114.985,0.479,0,6,4
1DH1DGQzth0K6YouejlNLY,non-hit,Koryn Hawthorne,Make It Rain,0.243,0.481,203482,0.422,2.07e-06,0.138,-6.435,0.0343,98.89,0.274,0,3,3
30Zcjs7pgEkmJA1lEbGSWT,non-hit,Kanye West,FML,0.329,0.527,236120,0.415,0.0,0.195,-7.184,0.131,125.357,0.12,1,5,4
4o1zYFH5QWKu3E4MiC6lgE,non-hit,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",Holy Key,0.106,0.413,281980,0.928,0.0,0.331,-3.671,0.321,83.203,0.469,1,9,4
78AucGxdmVa4Bx6HwDPOS4,non-hit,Kodak Black,Everything 1K,0.153,0.517,186593,0.61,0.0,0.416,-6.373,0.372,135.498,0.163,1,1,4
0TCnOEVeLQMXOUrpPlM7uY,non-hit,Swae Lee Featuring Slim Jxmmi,Guatemala,0.185,0.849,256341,0.699,0.00118,0.0954,-5.193,0.0574,100.989,0.0778,0,4,4
7epGknfpAlH1u33S71Ur1o,non-hit,Kane Brown,Lose It,0.00245,0.544,178987,0.854,1.2e-06,0.249,-4.968,0.0289,91.966,0.436,0,4,4
6x1stxDsnh4ZlEft29uhlR,non-hit,Eminem,Insane,0.251,0.876,181360,0.878,0.0,0.321,-0.929,0.168,97.99,0.677,0,9,4
7DjCRhhFo9PPzca1BjMLcf,non-hit,Taylor Swift,Long Live,0.036,0.418,317453,0.68,7.59e-05,0.114,-4.3,0.0347,204.12,0.142,1,7,4
7gUpO6td4OOnu0Lf9vhcIV,hit,Ellie Goulding,Lights,0.0283,0.683,211800,0.789,0.0492,0.112,-6.132,0.0353,120.013,0.809,0,8,4
4RP3afrf3AVFV1rTO0hFZh,non-hit,Jay Sean Featuring Pitbull,I'm All Yours,0.0209,0.662,218573,0.891,0.0,0.304,-4.103,0.0378,128.028,0.714,0,0,4
0GrAOvAXTH1EHMHV4ZSjgV,non-hit,Michelle Chamuel,I Knew You Were Trouble,0.0418,0.598,206307,0.586,0.0,0.0918,-4.945,0.0463,77.055,0.715,1,1,4
0gL0Xf8CN95HmgfEYYLRZV,non-hit,Fifth Harmony,Miss Movin' On,0.0332,0.466,193733,0.842,9.12e-06,0.349,-2.937,0.0513,75.0,0.418,1,6,4
4jMu6QYon1JEikcdTJ1TzR,non-hit,Enrique Iglesias Featuring Marco Antonio Solis,El Perdedor,0.704,0.487,191427,0.478,0.0,0.121,-5.91,0.0536,137.799,0.288,0,8,4
1bAvtmTl0F9loyz9AwPwp7,non-hit,The Weeknd Featuring Labrinth,Losers,0.0355,0.666,281147,0.485,0.000603,0.504,-9.85,0.0527,91.009,0.288,0,0,4
6yL2kTsdVwYnGwPkKGtMd5,non-hit,Ariana Grande Featuring Future,Everyday,0.0152,0.637,194840,0.733,0.0,0.162,-4.387,0.0553,131.005,0.432,0,7,4
3NeiYiBn3rQBgurfVk92Zm,non-hit,Gorillaz Featuring George Benson,Humility,0.144,0.632,197933,0.807,0.0211,0.125,-5.893,0.126,160.174,0.784,1,0,4
49dFv4gH1SeY90FySDOwCE,non-hit,Framing Hanley,Lollipop,0.000484,0.348,187907,0.893,6.36e-05,0.281,-4.589,0.0662,148.043,0.392,1,0,4
2TRuBFYZYw0Q7qIVBhqR1T,non-hit,Maroon 5,Give A Little More,0.000937,0.753,180293,0.824,0.00018,0.141,-4.301,0.0385,117.95,0.937,1,0,4
3MGJF1CDFGfjXESL2Heva0,hit,P!nk,F**kin' Perfect,0.0412,0.57,213413,0.646,0.0,0.362,-4.748,0.0331,91.954,0.485,1,7,4
29aSfWddeZJCfnrcMb20sy,non-hit,Eric Church,Homeboy,0.015,0.558,227227,0.673,0.000655,0.0758,-4.914,0.0291,139.985,0.445,1,6,4
6SoUUr6i1X0GReHinApeKI,non-hit,Linkin Park,Iridescent,0.198,0.484,296560,0.727,0.00204,0.107,-6.107,0.0358,120.066,0.216,1,0,4
60Mq4EumvcSXznNugo9Op3,non-hit,A$AP Rocky,Long Live A$AP,0.587,0.726,289587,0.824,1.11e-06,0.113,-5.011,0.347,129.96,0.384,0,0,4
2avNkU03zrPbVC8hlUkSbB,non-hit,Childish Gambino,I. Crawl,0.0389,0.418,209473,0.537,9.03e-06,0.137,-8.772,0.0508,127.205,0.357,1,6,4
222dTwr5XeEgAzEtsrQA0R,non-hit,Eminem Featuring Nate Ruess,Headlights,0.152,0.688,343032,0.782,0.0,0.803,-3.683,0.158,146.324,0.453,1,11,4
0v9Wz8o0BT8DU38R4ddjeH,non-hit,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,0.156,0.652,304607,0.795,0.0,0.123,-5.192,0.174,135.018,0.788,0,11,4
39ukbGu3UVWs74ba83T68c,non-hit,JAY-Z,Moonlight,0.236,0.758,143987,0.633,0.0,0.272,-8.373,0.391,88.17,0.516,0,5,4
7FfpP3YZ6fOWMdxkIAtud9,non-hit,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,0.0668,0.708,230520,0.56,0.0,0.111,-7.132,0.129,163.043,0.411,1,9,4
3f5lA8nnc4YYF1qf78WpHw,non-hit,Anuel AA & Romeo Santos,Ella Quiere Beber,0.265,0.75,219357,0.665,0.0,0.0515,-3.083,0.124,95.239,0.697,1,8,4
3FRuUuqmFDk3BYHaDzAjTI,non-hit,Hannah Montana,Ice Cream Freeze (Let's Chill),0.048,0.715,187400,0.978,0.000135,0.098,-3.555,0.0747,106.009,0.789,1,0,4
3pt4BDnaMo2vznoVSv7b2y,non-hit,Miranda Cosgrove,Kissin U,0.0119,0.624,199693,0.86,0.0,0.0598,-3.129,0.043,110.018,0.521,0,0,4
1X1DWw2pcNZ8zSub3uhlNz,hit,The Script Featuring will.i.am,Hall Of Fame,0.0653,0.421,202533,0.873,0.0,0.123,-4.343,0.0565,84.803,0.63,1,10,4
5Ur3FZ0DkRPDwXdyjmx64i,non-hit,Wiz Khalifa Featuring Akon,Let It Go,0.35,0.564,258947,0.902,0.0,0.307,-4.142,0.14,141.099,0.444,1,2,4
6aVeSCobcOjIkMFARN9B7l,non-hit,Miley Cyrus,Drive,0.0512,0.581,255213,0.678,0.0,0.164,-6.624,0.063,142.968,0.284,1,1,4
0pqXmjMhNVD9oq00BpB2tm,non-hit,Brantley Gilbert,My Baby's Guns N' Roses,0.0244,0.492,212733,0.888,2.54e-06,0.412,-4.112,0.0672,141.049,0.671,1,5,4
74Xdx4ezYQQlg8wKswq25T,non-hit,"Shaggy Featuring Mohombi, Faydee, Costi",I Need Your Love,0.122,0.529,216667,0.794,0.0,0.117,-3.903,0.164,119.956,0.543,1,5,3
5dONhl6aXFuN86UBdayF6W,non-hit,One Direction,Olivia,0.0438,0.64,177973,0.681,0.0,0.166,-5.362,0.0334,118.062,0.676,1,6,4
20n5AhSbetBMt6Xbrm4fa7,non-hit,Migos,Look At My Dab,0.0568,0.841,217226,0.611,0.0,0.47,-3.943,0.175,137.048,0.391,1,10,4
5vuiHi3QYbwcm1OKJOYnrf,non-hit,Huncho Jack,Huncho Jack,0.011,0.793,199227,0.574,0.0,0.156,-3.513,0.0435,136.982,0.0601,0,5,4
0G9rmRmQDFk9O2tzZLyRkc,non-hit,Migos,Emoji A Chain,0.0399,0.894,315185,0.324,0.0,0.126,-8.24,0.179,139.972,0.407,1,1,4
2yI8omCrTAyrTcK7NRppu7,non-hit,TK Kravitz Featuring Jacqueez,Ocean,0.268,0.709,219437,0.264,0.0,0.24,-17.696,0.186,133.858,0.341,0,1,4
3oDkdAySo1VQQG0ptV7uwa,non-hit,Juice WRLD,Lean Wit Me,0.0414,0.665,175755,0.651,0.0,0.0896,-5.515,0.156,163.935,0.237,1,1,4
14kYOiFVPb7E7NfFbqhdln,non-hit,Ariana Grande,Goodnight N Go,0.0217,0.708,189507,0.454,0.0,0.073,-7.07,0.0395,110.963,0.24,1,1,4
4sjLcE0GQ6urc4iUXsUPe9,non-hit,Thirty Seconds To Mars,Kings And Queens,0.0401,0.293,347667,0.816,2.95e-05,0.13,-5.432,0.0844,164.982,0.148,1,8,4
0ocQiHwHrvLUcon6p3lJNa,non-hit,Marsha Ambrosius,Hope She Cheats On You (With A Basketball Player),0.0596,0.501,243653,0.666,0.0,0.123,-7.312,0.414,163.925,0.392,0,6,4
3uYm4MtU6jUQft2DtGqEoZ,non-hit,Mac Miller,Knock Knock,0.0353,0.667,202807,0.922,0.0,0.364,-4.857,0.128,108.952,0.509,0,4,4
12jjuxN1gxlm29cqL5M6MW,non-hit,Jack Johnson,I Got You,0.607,0.899,179347,0.399,1.52e-05,0.0923,-6.553,0.038,98.067,0.544,1,11,4
2B5ey0F0QtFKNIR48vfvNJ,non-hit,Hunter Hayes,Invisible,0.327,0.38,276400,0.568,0.0,0.0822,-5.713,0.0436,155.956,0.259,1,1,4
60jI0JgMLLj1VggHJVhtRs,non-hit,Lorde,Glory And Gore,0.285,0.689,210738,0.377,0.0,0.268,-8.761,0.0397,143.946,0.294,1,1,4
049V1aSofNvW906vGZgFsD,non-hit,Nicki Minaj Featuring Ariana Grande,Get On Your Knees,0.31,0.653,216493,0.445,0.0,0.116,-7.183,0.0413,144.02,0.176,0,0,4
1i1rNVtxbE7rdFfpHuNq2j,non-hit,Jess Glynne,Hold My Hand,0.00159,0.642,227344,0.823,0.0,0.0776,-5.717,0.0289,122.977,0.431,1,0,4
7DThz7qoNx3WWQJgEipP7W,non-hit,Jordan Smith,Halo,0.864,0.286,228240,0.451,7.03e-05,0.133,-6.01,0.0322,60.461,0.194,1,6,3
1ehPJRt49h6N0LoryqKZXq,non-hit,Alessia Cara,How Far I'll Go,0.163,0.31,175507,0.54,0.000129,0.0713,-9.629,0.346,180.994,0.148,1,9,4
7lxZbmtC6SkUc2yXBgDOdO,non-hit,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",On Everything,0.0232,0.542,233293,0.755,0.0,0.225,-3.68,0.0614,168.22,0.267,1,1,4
6KjbNLbRjuoa8rEq5yNA6H,non-hit,The Chainsmokers,Honest,0.0121,0.673,208000,0.514,8.5e-05,0.385,-10.772,0.0465,100.035,0.312,0,0,4
2Ul7yRZaxGcWCzQg7m632Z,non-hit,Janet & Daddy Yankee,Made For Now,0.00307,0.76,210686,0.888,1.49e-05,0.149,-3.449,0.124,115.705,0.559,1,6,4
40Rpg3LkZwwzuHJ3GdjMma,non-hit,Kodak Black Featuring Lil Pump,Gnarly,0.469,0.764,186403,0.784,0.0,0.123,-4.003,0.0833,144.981,0.51,0,10,4
1HfxPaJggVwFsvOtHbVzMz,hit,Kris Allen,Live Like We're Dying,0.0273,0.589,212507,0.893,0.0,0.343,-2.948,0.0397,92.011,0.94,1,0,4
2FFacXrPdJSPHopIathvd1,non-hit,3OH!3 Featuring Neon Hitch,Follow Me Down,0.00232,0.779,203800,0.671,0.000291,0.104,-8.524,0.0402,113.036,0.714,1,0,4
09jPXOz0LS0kpqmkQRaFPO,non-hit,Rise Against,Help Is On The Way,0.000123,0.336,237480,0.951,0.00108,0.0333,-3.587,0.0707,108.043,0.596,0,5,4
70tFuqBcduJv15bEnOPRTh,hit,Big Sean Featuring Chris Brown,My Last,0.098,0.387,254120,0.773,0.0,0.209,-5.685,0.17,78.629,0.368,1,8,4
2vBiZ7nBe0OqTZKWGP0s4K,non-hit,Nickelback,Lullaby,0.000372,0.508,228107,0.832,0.0,0.0859,-4.395,0.032,136.004,0.404,1,11,4
4wkQmYpAaMe41Rc3sYZ7Vz,hit,Calvin Harris Featuring Ne-Yo,Let's Go,0.00777,0.71,232800,0.882,0.00771,0.294,-2.932,0.0595,128.016,0.875,0,4,4
1DbeslBYnckTqqTcc1Y2Tg,non-hit,Pusha T Kanye West,New God Flow,0.393,0.493,294907,0.914,0.0,0.353,-2.963,0.386,173.694,0.519,0,3,4
7jO1boY6qwRjeu0EBtvDuu,non-hit,Karmin,Hello,0.166,0.658,237547,0.919,0.0,0.123,-2.455,0.171,127.916,0.516,1,5,4
54R5JFQoVYfXopXQwsf5vR,non-hit,Danielle Bradbery,Grandpa (Tell Me 'Bout The Good Old Days),0.0239,0.469,203400,0.638,0.000652,0.29,-5.928,0.0317,201.49,0.404,1,6,4
6tXu3q5V75lgnO0gdI7GKK,non-hit,R. Kelly Featuring 2 Chainz,My Story,0.0297,0.939,266573,0.501,0.0,0.214,-5.476,0.0893,120.045,0.763,0,9,4
0NIIKjRSjFVfjkgcgWlgQu,non-hit,B.o.B Featuring Priscilla,John Doe,0.239,0.722,212006,0.697,0.0,0.062,-7.083,0.0404,120.132,0.487,1,10,4
6bqtKURdSWkInAJHDkuaL0,non-hit,Drake & Future,I'm The Plug,0.000377,0.828,180000,0.55,0.0016,0.133,-9.158,0.252,160.016,0.25,1,5,4
6myp8eBOKdeaJm2g8YsOZz,non-hit,Sam Hunt,Drinkin' Too Much,0.854,0.355,231493,0.377,0.0,0.0931,-9.417,0.071,177.379,0.132,1,1,5
2Yia0Gh4n61fPAjrNE5i2t,non-hit,Mariah Carey Featuring YG,I Don't,0.126,0.419,256215,0.616,0.0,0.0636,-5.382,0.253,203.551,0.33,0,5,4
6Wo5YxkdXgwzKQZbDg2r17,non-hit,Chris Stapleton,Either Way,0.854,0.655,248053,0.0645,1.11e-05,0.107,-14.765,0.0429,129.399,0.278,1,4,4
74ZovzRxHBvCq5yIwe8boh,non-hit,"Tyler, The Creator",OKRA,0.0456,0.589,151027,0.57,1.51e-06,0.137,-9.54,0.361,136.203,0.441,1,1,4
0u2P5u6lvoDfwTYjAADbn4,non-hit,Billie Eilish & Khalid,Lovely,0.934,0.351,200186,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,0,4,4
0ZPCxNK4DIrF8KqrN3DxfA,non-hit,Trippie Redd Featuring Kodie Shane,Negative Energy,0.413,0.659,178286,0.672,0.0,0.125,-7.442,0.264,139.868,0.452,1,9,4
2KQGs6oyLQwfqSZ5Zs0eje,non-hit,Sam Adams,Driving Me Crazy,0.00365,0.79,243603,0.718,0.0,0.1,-4.053,0.0357,120.98,0.849,1,8,4
0kuv7BqWNDprDao3Tb5flN,non-hit,Coldplay,Moving To Mars,0.0217,0.263,258874,0.315,0.163,0.109,-10.797,0.03,142.657,0.196,1,8,4
37sImz0wkOcX1cMWzo080d,non-hit,Lil Wayne,Nightmares Of The Bottom,0.00953,0.81,281080,0.577,3.48e-06,0.0838,-6.142,0.149,140.065,0.408,1,8,4
3dvynJHFt37j6R8CIIEZh5,non-hit,David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,0.0463,0.67,209533,0.939,1.1e-06,0.335,-2.06,0.0427,127.946,0.264,1,9,4
2fdd8W8eTym1gWO1dl1nxo,non-hit,Britt Nicole,Gold,0.0266,0.65,179334,0.819,0.0,0.348,-3.389,0.031,95.958,0.895,1,8,4
6G5NsbGQlLQx4xjZE69Lnt,non-hit,Glen Campbell,I'm Not Gonna Miss You,0.59,0.449,177347,0.356,2.83e-06,0.0824,-9.373,0.0286,126.472,0.177,1,7,4
19cL3SOKpwnwoKkII7U3Wh,non-hit,Sheppard,Geronimo,0.456,0.705,218228,0.78,0.00152,0.115,-6.267,0.0805,142.028,0.457,1,7,4
1Qi2wh8fFgDV7tl4Sj3f2K,non-hit,Sam Smith,Have Yourself A Merry Little Christmas,0.957,0.438,170964,0.178,0.0,0.316,-9.402,0.0414,75.248,0.344,1,5,1
4AMnUGvZUVJgDuY7rOPzUZ,non-hit,Justin Bieber,Get Used To It,0.0339,0.687,238133,0.705,0.0,0.164,-8.453,0.0522,110.048,0.449,0,9,4
